"mss","mu0","phi0","ppEffCrit","ppFutCrit","pmp","n1_targ","n2_targ","futOnly","enrScale","numAlt","trr1","trr2","trr3","trr4","trr5","rr1","rr2","rr3","rr4","rr5","FWER","nerr","fut1","fut2","fut3","fut4","fut5","aveSS1","aveSS2","aveSS3","aveSS4","aveSS5","medSS1","medSS2","medSS3","medSS4","medSS5","minSS1","minSS2","minSS3","minSS4","minSS5","maxSS1","maxSS2","maxSS3","maxSS4","maxSS5","aveSSovr","PM1","PM2","PM3","PM4","PM5","SP1","SP2","SP3","SP4","SP5","PP1","PP2","PP3","PP4","PP5","BIAS1","BIAS2","BIAS3","BIAS4","BIAS5","MSE1","MSE2","MSE3","MSE4","MSE5","aveDur","esProb1","esProb2","nbCont1","nbCont2"
4,0.45,1,0.985,0.275,0,7,16,1,2,5,0.45,0.45,0.45,0.45,0.45,0.91948,0.9214,0.91768,0.92504,0.92056,0,0,0.03924,0.03828,0.0384,0.03548,0.03724,20.9276,20.96528,20.85992,20.91956,20.92112,22,22,22,22,22,4,4,4,4,4,46,46,46,44,45,104.59348,0.449839972881068,0.450290437647585,0.450430667846118,0.451633969061553,0.451338617371931,0.447454285871962,0.44793744025404,0.448186594637692,0.450328841468516,0.449705797119037,0.975663274259711,0.976816075295772,0.976407805438446,0.97803477712379,0.977029194591099,-0.000160027118930607,0.000290437647584717,0.000430667846118299,0.00163396906155414,0.00133861737193219,0.0087438606084191,0.00856705359380142,0.00871248260357599,0.00845983617963183,0.00866989037845475,10.7339143502077,0.12236,0.87764,4.21876,0.2072
4,0.45,1,0.985,0.275,2,7,16,1,1,0,0.15,0.15,0.15,0.15,0.15,0.00912,0.01072,0.0112,0.00988,0.01132,0.04972,1.05068382944489,0.71256,0.71232,0.71232,0.70848,0.70892,12.01064,11.97508,11.9902,12.0262,12.01876,9,9,9,9,9,4,4,4,4,4,41,41,39,43,41,60.02088,0.148148854416833,0.148515427168351,0.148495362772674,0.148962465286791,0.148644617705954,0.116207378158156,0.116427297096468,0.116489576833361,0.117167993909632,0.116656556528174,0.441329295501432,0.441839613533989,0.441214926179623,0.44391221552764,0.44200047766288,-0.00185114558316786,-0.00148457283164914,-0.00150463722732576,-0.00103753471320935,-0.00135538229404597,0.00472656952292906,0.00492399049455372,0.00497293627615281,0.00492318359104765,0.00498290615682333,9.89418625456904,0.22624,0.77376,1.43468,1.39316
4,0.45,1,0.985,0.275,2,7,16,1,1,1,0.45,0.15,0.15,0.15,0.15,0.7798,0.0128,0.01292,0.0136,0.01336,0.051,1.03294117647059,0.11296,0.68208,0.68128,0.67744,0.67488,20.304,12.45664,12.4764,12.52312,12.5638,22,9,9,9,9,4,4,4,4,4,47,40,41,42,43,70.32396,0.423268001362046,0.152567584077689,0.152551200484241,0.153064968436596,0.152825058904235,0.436032745813991,0.114124595063838,0.114164856078009,0.114964851950211,0.114778420126551,0.932546533542196,0.450662167460379,0.450515678845239,0.453155044357143,0.451937104965796,-0.0267319986379536,0.00256758407768958,0.00255120048424095,0.0030649684365969,0.00282505890423515,0.0210466641844933,0.00536332650415491,0.00540688547335821,0.0052993917119679,0.0053320040540811,10.7449058310227,0.12012,0.87988,2.08192,1.33888
4,0.45,1,0.985,0.275,2,7,16,1,1,2,0.45,0.45,0.15,0.15,0.15,0.80948,0.8086,0.0154,0.01484,0.01604,0.0446,1.03766816143498,0.09588,0.09616,0.64236,0.64872,0.64492,20.92036,20.95632,13.11256,13.04856,13.0498,22,22,10,9,9,4,4,4,4,4,45,44,40,43,42,81.0876,0.428481159252264,0.427670538736086,0.156557875044468,0.156770884511104,0.157782671689443,0.436003484721601,0.435139812828058,0.113438978985255,0.11341527303551,0.114591619276921,0.941203696573286,0.941078379374944,0.461265197574202,0.461993003606466,0.465263987959633,-0.0215188407477367,-0.0223294612639134,0.00655787504446789,0.00677088451110406,0.00778267168944277,0.0178293200662257,0.0177873948992758,0.00570601490543189,0.00564912247957187,0.00577736211120408,11.1010192778871,0.07728,0.92272,2.75124,1.2076
4,0.45,1,0.985,0.275,2,7,16,1,1,3,0.45,0.45,0.45,0.15,0.15,0.82992,0.83168,0.82996,0.01908,0.01952,0.038,1.01578947368421,0.084,0.08288,0.08504,0.61324,0.60952,21.39272,21.45348,21.4268,13.59332,13.58484,22,23,23,10,10,4,4,4,4,4,43,46,47,43,42,91.45116,0.431906044523095,0.43187799071704,0.431657344477127,0.160750024280036,0.161584808420357,0.435300346585991,0.435224020460058,0.434939910926172,0.112510691103724,0.113113526982022,0.947909439835294,0.948256064242325,0.946422306753624,0.471309443104564,0.473754125242456,-0.0180939554769052,-0.0181220092829623,-0.0183426555228735,0.0107500242800363,0.0115848084203573,0.0155632164430608,0.0153771316611475,0.0157956705446587,0.00615250868543024,0.0062251621777181,11.3043977891801,0.05144,0.94856,3.40072,0.99516
4,0.45,1,0.985,0.275,2,7,16,1,1,4,0.45,0.45,0.45,0.45,0.15,0.8488,0.85184,0.8498,0.85248,0.02552,0.02552,1,0.0734,0.06888,0.0714,0.06996,0.58564,21.6388,21.74332,21.62324,21.67696,13.99004,23,23,22,23,10,4,4,4,4,4,47,48,49,45,43,100.67236,0.435776453448792,0.437052589992685,0.435915025342924,0.437077707488034,0.166773650260028,0.43572041128291,0.437360863618948,0.435967505760381,0.437239380788862,0.112263798926978,0.952735820204076,0.955955767080415,0.954224365509382,0.954923035542488,0.485282305130868,-0.0142235465512093,-0.0129474100073161,-0.0140849746570768,-0.0129222925119666,0.0167736502600274,0.0140803175454921,0.0135706189449832,0.0137468022495377,0.0137221449369587,0.00697245243051352,11.3528852160798,0.0444,0.9556,3.97624,0.70228
4,0.45,1,0.985,0.275,2,7,16,1,1,5,0.45,0.45,0.45,0.45,0.45,0.87056,0.86708,0.86908,0.87032,0.86976,0,0,0.06108,0.06412,0.06144,0.06192,0.0604,21.83296,21.82356,21.82784,21.82716,21.80724,23,23,23,23,23,4,4,4,4,4,49,43,48,50,49,109.11876,0.442122148530773,0.439875765239823,0.440879501423972,0.441214704530908,0.440857879134335,0.439093144007552,0.436170660691169,0.437617916020844,0.438010279122789,0.437536751648456,0.960544531458177,0.958209428898212,0.959762328028696,0.959532911341001,0.959809800424247,-0.00787785146922771,-0.0101242347601774,-0.00912049857602794,-0.00878529546909076,-0.00914212086566544,0.0124136470705222,0.0126966531605968,0.0124013707438623,0.0124259818812415,0.0125263974908162,11.3698059855306,0.04192,0.95808,4.50548,0.34424
4,0.45,1,0.985,0.275,2,7,16,1,1,3,0.05,0.15,0.25,0.35,0.45,8e-05,0.01612,0.17816,0.52404,0.82136,0.0162,1,0.90992,0.65536,0.40224,0.214,0.0902,8.85448,12.92796,16.82028,19.51704,21.19068,8,9,19,22,22,4,4,4,4,4,36,39,42,44,44,79.31044,0.100042142626367,0.156283405410969,0.232962976891481,0.325665495230158,0.425074192808692,0.0360269801302934,0.112240199758232,0.20751633385816,0.319349174517248,0.437003259403211,0.255020799298376,0.463144242001421,0.689334976574715,0.853785261213945,0.945905899196627,0.0500421426263669,0.00628340541096922,-0.0170370231085197,-0.0243345047698425,-0.0249258071913074,0.00495934107059098,0.00586710340315045,0.011214361330866,0.0162387675994655,0.0171224652468964,11.1899237495874,0.0668,0.9332,2.63908,1.18852
4,0.45,1,0.985,0.275,2,7,16,1,1,4,0.15,0.3,0.3,0.3,0.45,0.02048,0.36612,0.36744,0.37104,0.83196,0.02048,1,0.62592,0.27272,0.27324,0.27516,0.08728,13.38884,18.91996,18.91428,18.85728,21.68084,10,21,21,21,23,4,4,4,4,4,42,44,43,49,43,91.7612,0.164885491266939,0.280878951662764,0.281315734420913,0.281630942273945,0.419021838627795,0.111982549858594,0.26186737641349,0.262451068535222,0.262582856574074,0.432119363738211,0.50250779985663,0.805743204739679,0.807217923152365,0.805729388013119,0.950432832887596,0.0148854912669394,-0.0191210483372352,-0.0186842655790882,-0.0183690577260545,-0.0309781613722037,0.00571504710917623,0.0121266206002267,0.0119799968155605,0.0123805571335192,0.0157301260595165,11.4716619504575,0.03044,0.96956,3.41792,1.50864
4,0.45,1,0.985,0.275,2,7,16,1,1,3,0.15,0.15,0.3,0.3,0.3,0.01712,0.01684,0.33916,0.34268,0.34036,0.03332,1.01920768307323,0.65524,0.6628,0.30196,0.301,0.30012,12.88576,12.78564,18.4136,18.40944,18.44204,9,9,21,21,21,4,4,4,4,4,42,42,44,49,43,80.93648,0.160444796486406,0.159470360868704,0.272212359995987,0.272973572541456,0.272380178023161,0.113973410450333,0.112388280284993,0.261195569650478,0.262081440905301,0.261434484463018,0.491223959824398,0.487738721181599,0.792343182477833,0.792945933027306,0.791367606976051,0.0104447964864052,0.00947036086870424,-0.0277876400040138,-0.027026427458544,-0.0276198219768396,0.0053382837396168,0.00524541660614435,0.0125141615664287,0.0126484556984854,0.0128018455058519,11.3232465867622,0.04756,0.95244,2.746,1.72272
